word,example_no,example_en,example_cn,matched_form,tatoeba_en_sentence_id,tatoeba_cn_sentence_id,tatoeba_en_author,tatoeba_cn_author,author_status,source,license,score,tatoeba_en_url,tatoeba_cn_url,notes
numbers,2,The set of prime numbers is countable.,素数集是可数的。,numbers,812045,1738298,papabear,sadhen,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/812045,https://tatoeba.org/en/sentences/show/1738298,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
numeric,1,She wrote the date in numeric form.,她用数字的形式写了日期。,numeric,316073,347090,unknown member,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/316073,https://tatoeba.org/en/sentences/show/347090,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
numerous,1,The victims of the earthquake disaster are numerous.,地震灾难的受害者非常多。,numerous,794653,795190,hrin,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/794653,https://tatoeba.org/en/sentences/show/795190,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
numerous,2,Richard Roberts is the author of numerous books.,理察·罗伯茨是很多本书的作者。,numerous,29683,8742135,CN,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/29683,https://tatoeba.org/en/sentences/show/8742135,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nurse,1,The nurse gave me a glucose injection.,护士给我打了葡萄糖。,nurse,11552446,9992030,weihaiping,GlossaMatik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/11552446,https://tatoeba.org/en/sentences/show/9992030,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nurse,2,The nurse gently put a bandage around my head.,护士轻柔地给我的头缠上绷带。,nurse,48869,5550308,sundown,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/48869,https://tatoeba.org/en/sentences/show/5550308,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nursed,1,My father and I nursed my sister back to health after her accident.,我妹妹出事之后，我爸爸和我照顾她直到康复。,nursed,643297,812322,darinmex,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/643297,https://tatoeba.org/en/sentences/show/812322,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nursery,1,They send their child to a part-time nursery.,他们送孩子去了幼儿园的半托班。,nursery,1567757,1567746,trieuho,trieuho,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1567757,https://tatoeba.org/en/sentences/show/1567746,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nursery,2,What's your favorite nursery rhyme?,你最喜欢的儿童歌曲是哪首？,nursery,906832,6154358,CK,xjjAstrus,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,98.0,https://tatoeba.org/en/sentences/show/906832,https://tatoeba.org/en/sentences/show/6154358,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nurses,1,The nurses are in the hospital.,护士们在医院里。,nurses,2779124,2779125,mraz,GlossaMatik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/2779124,https://tatoeba.org/en/sentences/show/2779125,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nurses,2,The nurses are very nice.,护士们都很和善。,nurses,1651167,10278407,Spamster,xjjAstrus,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1651167,https://tatoeba.org/en/sentences/show/10278407,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nut,1,This squirrel has a nut allergy.,这只松鼠对坚果过敏。,nut,3531541,7774423,robbieheslop,jiangche,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/3531541,https://tatoeba.org/en/sentences/show/7774423,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nutrition,1,She is careful about her child's nutrition.,她很关心孩子的营养问题。,nutrition,313982,345694,unknown member,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/313982,https://tatoeba.org/en/sentences/show/345694,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nuts,1,The last person I told my idea to thought I was nuts.,最后一个听我说我的主意的人认为我疯了。,nuts,1318,501305,Zifre,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1318,https://tatoeba.org/en/sentences/show/501305,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nuts,2,The crowd is going nuts.,大家都快疯了。,nuts,1400234,1946778,Spamster,bigfatpanda,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1400234,https://tatoeba.org/en/sentences/show/1946778,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
nylon,1,She bought a dozen nylon socks.,她买了一打尼龙袜。,nylon,7781146,6075246,sharris123,xjjAstrus,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/7781146,https://tatoeba.org/en/sentences/show/6075246,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
o'clock,1,If you start at once you'll arrive by six o'clock.,如果你现在马上出发，六时之前就可以到达。,o'clock,241656,599674,unknown member,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/241656,https://tatoeba.org/en/sentences/show/599674,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
o'clock,2,The fog began to disappear around ten o'clock.,雾在十时左右开始散了。,o'clock,73421,349721,CK,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/73421,https://tatoeba.org/en/sentences/show/349721,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oaken,1,Place the deck of cards on the oaken table.,把扑克牌放在橡木桌上。,oaken,1536,334451,adiante19,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1536,https://tatoeba.org/en/sentences/show/334451,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oakland,1,I visited American friends in Oakland.,我拜访了奥克兰的美国朋友们。,oakland,253214,1529517,unknown member,cynthia,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/253214,https://tatoeba.org/en/sentences/show/1529517,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oaks,1,Great oaks from little acorns grow.,高大的橡树是从一颗小小的橡子成长而来的。,oaks,63757,8727940,unknown member,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/63757,https://tatoeba.org/en/sentences/show/8727940,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oars,1,This boat has six oars.,这艘船有六个桨。,oars,60523,9179853,Zifre,xjjAstrus,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/60523,https://tatoeba.org/en/sentences/show/9179853,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oasis,1,There is an oasis in the desert.,沙漠中有绿洲。,oasis,9401944,6142325,BobbyLee,GlossaMatik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/9401944,https://tatoeba.org/en/sentences/show/6142325,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oath,1,The knight swore an oath of allegiance to the king.,骑士宣誓效忠于国王。,oath,25630,7753622,Scott,Leolaaziano,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/25630,https://tatoeba.org/en/sentences/show/7753622,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oaths,1,Children are to be deceived with comfits and men with oaths.,"孩子因糖果受骗, 大人因誓言上当。",oaths,245909,785125,unknown member,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/245909,https://tatoeba.org/en/sentences/show/785125,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oatmeal,1,Every morning I eat a bowl of oatmeal.,我每天早晨吃一碗麦片粥。,oatmeal,2846024,1602410,englishchinese,trieuho,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/2846024,https://tatoeba.org/en/sentences/show/1602410,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oatmeal,2,Tom usually only eats oatmeal for breakfast.,汤姆通常早饭只吃燕麦。,oatmeal,1024047,5670793,CK,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1024047,https://tatoeba.org/en/sentences/show/5670793,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oats,1,Our breakfast has oats and corn in it.,我们早餐有燕麦和玉米。,oats,7156317,6947203,Kiwi,xjjAstrus,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/7156317,https://tatoeba.org/en/sentences/show/6947203,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obama,1,Why does reading this sentence make me think of Obama?,为什么我读这句话的时候会想到奥巴马？,obama,2817308,10301649,Lars224,DaoSeng,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,108.0,https://tatoeba.org/en/sentences/show/2817308,https://tatoeba.org/en/sentences/show/10301649,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obama,2,This is only known by Obama.,这个只有奥巴马知道了。,obama,1014154,1014153,Albert,Albert,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,104.0,https://tatoeba.org/en/sentences/show/1014154,https://tatoeba.org/en/sentences/show/1014153,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obedience,1,We should always act in obedience to the law.,我们无论如何也应该遵守法律。,obedience,23266,350659,Swift,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/23266,https://tatoeba.org/en/sentences/show/350659,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obedience,2,Then I'll work on the principle that deference is no substitute for obedience.,那我就恭敬不如从命啦。,obedience,756900,756898,eastasiastudent,eastasiastudent,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/756900,https://tatoeba.org/en/sentences/show/756898,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obedient,1,He was a great teacher so his children were very obedient.,"他很会教育人, 所以他的孩子都很听话.",obedient,1489966,1489965,weihaiping,weihaiping,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,118.0,https://tatoeba.org/en/sentences/show/1489966,https://tatoeba.org/en/sentences/show/1489965,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obedient,2,"When you go to play at a friend's house, you need to be well behaved and obedient.",你去朋友家玩要守规矩，要听话。,obedient,2094649,2047868,jjbraam,jjbraam,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,96.0,https://tatoeba.org/en/sentences/show/2094649,https://tatoeba.org/en/sentences/show/2047868,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obese,1,Sixty-nine percent of adult Americans are either overweight or obese.,69%的美国成人超重或肥胖。,obese,4282381,10340629,Hybrid,iiujik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/4282381,https://tatoeba.org/en/sentences/show/10340629,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obese,2,Many Americans are obese.,很多美国人是肥胖的。,obese,620114,620119,ulyssemc1,sysko,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,96.0,https://tatoeba.org/en/sentences/show/620114,https://tatoeba.org/en/sentences/show/620119,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obey,1,It's our duty to obey the law.,遵守法律是我们的义务。,obey,9812294,775461,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/9812294,https://tatoeba.org/en/sentences/show/775461,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obey,2,To obey the law is everyone's duty.,遵守法律是每个人的责任。,obey,321049,1019295,CM,joro,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/321049,https://tatoeba.org/en/sentences/show/1019295,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obeys,1,A man chooses; a slave obeys.,人有选择的权利，但是奴隶却只有服从的份儿。,obeys,675414,678902,unknown member,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/675414,https://tatoeba.org/en/sentences/show/678902,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
object,1,The surface of the object is fairly rough.,这件物件的表面颇为粗糙。,object,44132,759701,CM,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/44132,https://tatoeba.org/en/sentences/show/759701,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
object,2,I wouldn't object if you wanted to go with her.,如果你想和她一起去，我不会反对。,object,71317,779844,sundown,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/71317,https://tatoeba.org/en/sentences/show/779844,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objected,1,He objected to his wife working outside.,他反对妻子在外工作。,objected,296771,2080585,CK,sadhen,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/296771,https://tatoeba.org/en/sentences/show/2080585,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objected,2,My parents objected to my studying abroad.,我父母反对我出国留学。,objected,325711,6128441,CK,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/325711,https://tatoeba.org/en/sentences/show/6128441,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objection,1,"If necessary, I have no objection to paying a special fee.",如果必要的话，我不反对付特别费用。,objection,1477255,427619,weihaiping,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1477255,https://tatoeba.org/en/sentences/show/427619,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objection,2,She has a strong objection to my plan.,她强烈反对我的计划。,objection,314313,5405500,CK,egg0073,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/314313,https://tatoeba.org/en/sentences/show/5405500,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objections,1,He has no objections.,他没有异议。,objections,10253664,10061820,bekindtoall,bmeecgkan,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,96.0,https://tatoeba.org/en/sentences/show/10253664,https://tatoeba.org/en/sentences/show/10061820,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objective,1,In the end he achieved his objective.,他终于完成了他的目标。,objective,995301,335107,NickC,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/995301,https://tatoeba.org/en/sentences/show/335107,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objective,2,The objective of law is justice.,法律的目标是正义。,objective,321021,775466,shekitten,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/321021,https://tatoeba.org/en/sentences/show/775466,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objectives,1,The objectives of the marketing department and the sales department are not necessarily the same.,销售部门和营销部门的目标不见得一样。,objectives,5144721,5144718,thomasstrand,thomasstrand,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/5144721,https://tatoeba.org/en/sentences/show/5144718,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objectivity,1,Beware of anyone who claims objectivity.,要小心那些说自己客观的人。,objectivity,5701031,7771916,shekitten,jiangche,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/5701031,https://tatoeba.org/en/sentences/show/7771916,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objects,1,He objects to being treated like a child.,他不想被当成孩子看待。,objects,297145,1399762,CK,sirpoot,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/297145,https://tatoeba.org/en/sentences/show/1399762,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
objects,2,The house was full of colorful art objects.,房子里放满了五颜六色的艺术品。,objects,681595,3477025,Source_VOA,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/681595,https://tatoeba.org/en/sentences/show/3477025,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obligation,1,Every player is under obligation to keep the rules.,每一位选手都有义务遵守规则。,obligation,273550,672821,unknown member,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/273550,https://tatoeba.org/en/sentences/show/672821,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obligation,2,I actually don't have an obligation to help you.,我并没有义务帮助你。,obligation,11290618,9989940,Aphima,GlossaMatik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/11290618,https://tatoeba.org/en/sentences/show/9989940,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obligatory,1,Is it obligatory to rent a car?,租车是必须的吗？,obligatory,3671057,3671629,speedwell,shirleyleee,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,108.0,https://tatoeba.org/en/sentences/show/3671057,https://tatoeba.org/en/sentences/show/3671629,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obliged,1,She was obliged to work to support five children.,她不得不去工作来抚养五个孩子。,obliged,310193,2456074,unknown member,fenfang557,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/310193,https://tatoeba.org/en/sentences/show/2456074,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obliged,2,She was obliged to marry the old man.,她不得不和这个老男人结婚。,obliged,311440,2456075,CK,fenfang557,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/311440,https://tatoeba.org/en/sentences/show/2456075,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
oboe,1,I must take my oboe for repair.,我必须拿我的双簧管去修理。,oboe,999518,993670,NickC,leoyzy,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,114.0,https://tatoeba.org/en/sentences/show/999518,https://tatoeba.org/en/sentences/show/993670,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obscene,1,"One must be respectful when speaking, and not say obscene things.",开口要有礼貌，不讲下流话。,obscene,474605,421250,minshirui,sysko,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/474605,https://tatoeba.org/en/sentences/show/421250,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obscure,1,The meaning of this sentence is obscure.,这句句子意思模糊。,obscure,44123,802879,CM,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/44123,https://tatoeba.org/en/sentences/show/802879,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
obscure,2,The two scholars wrangled over the meaning of an obscure Tibetan phrase.,两位学者为一句意思含糊的藏文句子争论了一番。,obscure,1534334,1573291,darinmex,nickyeow,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1534334,https://tatoeba.org/en/sentences/show/1573291,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
observation,1,Her acute observation skills make her a very suitable photographer.,她因为敏锐的观察力，很适合当一名摄影师。,observation,2160731,2144025,FeuDRenais2,ydcok,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/2160731,https://tatoeba.org/en/sentences/show/2144025,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
