official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
ielts,雅思词库,all,全部,2326,indemnity,in'demniti,n. protection against future loss\nn. legal exemption from liability for damages,"n. 赔偿, 保障, 补偿, 赦免, 保护\n[经] 赔偿, 补偿, 赔偿金",,1,,toefl ielts gre,6778,24857,s:indemnities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2327,independence,.indi'pendәns,n. freedom from control or influence of another or others\nn. the successful ending of the American Revolution\nn. a city in western Missouri; the beginning of the Santa Fe Trail,"n. 独立, 自立, 自主\n[医] 自主性, 独立性",,,1,gk cet4 cet6 ky ielts,2010,2291,,,,Our people thirst for independence.,我们的人民渴望独立。,Operation Yoav was a military operation carried out by Israel in its war for independence.,约阿夫行动是以色列独立战争中的一次作战行动。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,independence,29186,1397115,https://tatoeba.org/en/sentences/show/29186,https://tatoeba.org/en/sentences/show/1397115,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,independence,1362396,3341515,https://tatoeba.org/en/sentences/show/1362396,https://tatoeba.org/en/sentences/show/3341515,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2328,index,'indeks,n. a numerical scale used to compare variables with one another or with some reference number\nn. a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time\nn. an alphabetical listing of names and topics along with page numbers where they are discussed\nn. the finger next to the thumb,"n. 索引, 指针, 指数, 指标\nvt. 编入索引中, 指出\nvi. 做索引\n[计] 下标; 附标; 变址; 索引; 编索引",,3,1,cet4 cet6 ky ielts,1793,2621,s:indices/d:indexed/i:indexing/p:indexed/3:indexes,,,The application allows you to quickly calculate the ratio of body mass index - BMI.,这项应用程序能让你快速计算身高体重指数（BMI）。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,index,1131479,1169940,https://tatoeba.org/en/sentences/show/1131479,https://tatoeba.org/en/sentences/show/1169940,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,2329,Indian,'indiәn,n. a member of the race of people living in America when Europeans arrived\nn. a native or inhabitant of India\na. of or relating to or characteristic of India or the East Indies or their peoples or languages or cultures,"n. 印度人, 印第安人, 印第安语\na. 印度的, 印度群岛的, 印第安语的",,,,zk gk cet4 cet6 ielts,15712,1436,s:indians,,,Taiwanese food is milder than Indian food.,台湾菜比印度菜口味淡。,"The Indian flag is called the tricolour because it has stripes of three colours – saffron, white and green.",印度国旗叫做「三色旗」，因为它是由三条不同颜色的色条组成的 ﹣ 橙黄色、白色和绿色。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indian,275467,797034,https://tatoeba.org/en/sentences/show/275467,https://tatoeba.org/en/sentences/show/797034,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indian,480250,670644,https://tatoeba.org/en/sentences/show/480250,https://tatoeba.org/en/sentences/show/670644,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2330,indicative,in'dikәtiv,a. relating to the mood of verbs that is used simple in declarative statements\ns. (usually followed by `of') pointing out or revealing clearly,"a. 指示的, 象征的, 表示...的\n[经] 指标的",,1,,cet6 ky toefl ielts gre,8955,9866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2331,indicator,'indikeitә,n. a signal for attracting attention\nn. a device for showing the operating condition of some system\nn. (chemistry) a substance that changes color to indicate the presence of some ion or substance; can be used to indicate the completion of a chemical reaction or (in medicine) to test for a particular reaction,"n. 指示器, 指示剂, 指标\n[计] 指示器",,2,,ielts,3574,3892,s:indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2332,indifferent,in'difәrәnt,s. showing no care or concern in attitude or action\ns. fairly poor to not very good\ns. marked by no especial liking or dislike or preference for one thing over another\ns. characterized by a lack of partiality,"a. 漠不关心的, 无重要性的, 中立的\n[医] 中性的, 无作用的, 无亲和力的, 淡漠的",,1,,cet4 cet6 ky toefl ielts gre,7546,8368,,,,"As is often the case with young people, he was indifferent to money.",年轻人对金钱总是没甚么兴趣，他也不例外。,Lots of people in Japan are indifferent to politics.,很多日本人对政治冷淡。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indifferent,265763,484592,https://tatoeba.org/en/sentences/show/265763,https://tatoeba.org/en/sentences/show/484592,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indifferent,281719,5640778,https://tatoeba.org/en/sentences/show/281719,https://tatoeba.org/en/sentences/show/5640778,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2333,indigenous,in'didʒinәs,s originating where it is found,"a. 本土的, 国产的, 固有的\n[医] 原产的, 本土的",,1,,toefl ielts gre,5810,3679,,,,Indigenous Australians have eaten kangaroos for millennia.,澳大利亚土著已经吃了上千年袋鼠。,This plant is indigenous to Canada.,这种植物原产于加拿大。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indigenous,1777856,8800304,https://tatoeba.org/en/sentences/show/1777856,https://tatoeba.org/en/sentences/show/8800304,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indigenous,2458747,8800302,https://tatoeba.org/en/sentences/show/2458747,https://tatoeba.org/en/sentences/show/8800302,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2334,indignant,in'dignәnt,s. angered at something unjust or wrong,"a. 愤怒的, 愤慨的",,1,,cet4 cet6 ky toefl ielts gre,11758,14792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2335,indispensable,.indis'pensәbl,a. not to be dispensed with; essential\ns. unavoidable,"n. 不可缺少之物\na. 不可缺少的, 责无旁贷的, 绝对必要的",,1,,cet4 cet6 ky toefl ielts,8544,8952,s:indispensables,,,Both air and water are indispensable for life.,没有空气和水，人类就无法生存。,Your help is indispensable for the success of the scheme.,没有你帮忙，计划就不能成功了。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indispensable,18245,395169,https://tatoeba.org/en/sentences/show/18245,https://tatoeba.org/en/sentences/show/395169,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,indispensable,48481,403772,https://tatoeba.org/en/sentences/show/48481,https://tatoeba.org/en/sentences/show/403772,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2336,individual,.indi'vidʒuәl,n. a single organism\na. being or characteristic of a single thing or person\ns. separate and distinct from others of the same kind\ns. characteristic of or meant for a single person or thing,"n. 人, 个人, 个体\na. 个别的, 个人的, 独特的",,4,1,cet4 cet6 ky ielts gre,738,762,s:individuals,,,Individual freedom is the soul of democracy.,个人自由是民主的精髓。,She had an individual style of speaking.,她说话有自己的风格。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,individual,322690,796917,https://tatoeba.org/en/sentences/show/322690,https://tatoeba.org/en/sentences/show/796917,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,individual,313510,345751,https://tatoeba.org/en/sentences/show/313510,https://tatoeba.org/en/sentences/show/345751,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2337,induce,in'dju:s,v. cause to arise\nv. cause to do; cause to act in a specified manner\nv. cause to occur rapidly\nv. reason or establish by induction,"vt. 引诱, 招致, 归纳出, 感应\n[医] 诱导, 感应",,2,,cet6 ky toefl ielts gre,3326,5257,d:induced/p:induced/3:induces/i:inducing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2338,indulge,in'dʌldʒ,v. give free rein to\nv. enjoy to excess,"vt. 纵情于, 使高兴, 放任, 迁就\nvi. 沉溺",,2,,cet6 ky ielts gre,5543,6841,i:indulging/d:indulged/p:indulged/3:indulges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2339,industrial,in'dʌstriәl,a. of or relating to or resulting from industry\na. having highly developed industries\ns. employed in industry\ns. suitable to stand up to hard wear,"a. 工业的, 供工业用的, 工业高度发展的, 产业的\nn. 工业工人, 工业股票",,4,1,cet4 cet6 ky toefl ielts,863,1913,,,,It occurred to me that he might be an industrial spy.,我突然想到他可能是个商业间谍。,"In China's agricultural and industrial areas, some people are still very poor.",在中国乡村和工业区，有的人还是很穷的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,industrial,34626,380162,https://tatoeba.org/en/sentences/show/34626,https://tatoeba.org/en/sentences/show/380162,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,industrial,905855,905853,https://tatoeba.org/en/sentences/show/905855,https://tatoeba.org/en/sentences/show/905853,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2340,industry,'indәstri,n. the people or companies engaged in a particular kind of commercial enterprise\nn. the organized action of making of goods and services for sale,"n. 勤劳, 工业, 企业, 产业, 有组织的劳动\n[经] 工业, 实业",,5,1,zk gk cet4 cet6 ky ielts,383,551,s:industries,,,The economy of the island is dependent on the fishing industry.,这个岛的经济依靠的是渔业。,The development of the computer industry has been very rapid.,电脑产业的发展一日千里。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,industry,44749,415637,https://tatoeba.org/en/sentences/show/44749,https://tatoeba.org/en/sentences/show/415637,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,industry,54533,418563,https://tatoeba.org/en/sentences/show/54533,https://tatoeba.org/en/sentences/show/418563,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2341,inept,in'ept,s. revealing lack of perceptiveness or judgment or finesse,"a. 不适当的, 不理智的, 笨拙的\n[法] 不称职者, 无能的, 不符要求的",,1,,toefl ielts gre,14202,13957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2342,inert,i'nә:t,s. unable to move or resist motion\ns. having only a limited ability to react chemically; chemically inactive\ns. slow and apathetic,"a. 惰性的, 迟钝的, 无活力的, 呆滞的\n[医] 惰性的, 无作用的, 无效的",,1,,toefl ielts gre,11806,13911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2343,inertia,i'nә:ʃә,n. (physics) the tendency of a body to maintain its state of rest or uniform motion unless acted upon by an external force,"n. 惯性, 惰性, 迟钝\n[化] 惯性",,1,,cet6 ky ielts gre,11341,12961,s:inertias,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2344,inevitable,in'evitәbl,n. an unavoidable event\na. incapable of being avoided or prevented\ns. invariably occurring or appearing,"a. 不可避免的, 必然的\n[法] 不可避免的, 无法规避的, 必然的",,3,1,cet4 cet6 ky toefl ielts,2837,3561,,,,"Being challenged in life is inevitable, being defeated is optional.",生命中你无法选择接踵而至的挑战，但是你可以选择不成为一个失败者。,The Foreign Minister said that war was inevitable.,外交部长称战争在所难免。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,inevitable,2394406,2394409,https://tatoeba.org/en/sentences/show/2394406,https://tatoeba.org/en/sentences/show/2394409,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,inevitable,21848,1314412,https://tatoeba.org/en/sentences/show/21848,https://tatoeba.org/en/sentences/show/1314412,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2345,infant,'infәnt,n a very young child (birth to 1 year) who has not yet begun to walk or talk,"n. 婴儿, 儿童, 初学者\na. 婴儿的, 幼稚的",,2,,cet4 cet6 ky toefl ielts gre,2948,3037,s:infants,,,The young woman was carrying an infant in her arms.,那个年轻女人手抱著婴儿。,You should really take an infant CPR class.,你应该去上婴儿心肺复苏课程。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,infant,46804,348496,https://tatoeba.org/en/sentences/show/46804,https://tatoeba.org/en/sentences/show/348496,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,infant,6583382,8741556,https://tatoeba.org/en/sentences/show/6583382,https://tatoeba.org/en/sentences/show/8741556,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2346,infect,in'fekt,v. communicate a disease to\nv. contaminate with a disease or microorganism\nv. corrupt with ideas or an ideology\nv. affect in a contagious way,"vt. 传染, 感染\n[医] 传染, 感染",,3,1,cet4 cet6 ky toefl ielts,6144,5200,d:infected/p:infected/3:infects/i:infecting/s:infects,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2347,infection,in'fekʃәn,n. the pathological state resulting from the invasion of the body by pathogenic microorganisms\nn. (phonetics) the alteration of a speech sound under the influence of a neighboring sound\nn. (medicine) the invasion of the body by pathogenic microorganisms and their multiplication which can lead to tissue damage and disease\nn. an incident in which an infectious disease is transmitted,"n. 传染, 影响, 传染病\n[医] 传染, 感染",,3,1,ky toefl ielts gre,2510,2692,s:infections,,,He had an infection in his belly button.,他的肚脐发炎了。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,infection,8499451,9423276,https://tatoeba.org/en/sentences/show/8499451,https://tatoeba.org/en/sentences/show/9423276,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,2348,infectious,in'fekʃәs,"s. caused by infection or capable of causing infection\na. easily spread; children catch it from their elders""- Bertrand Russell\na. of or relating to infection","a. 有传染性的, 易传染的\n[医] 传染性的",,1,1,cet6 ky toefl ielts,8627,7091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2349,inference,'infәrәns,n. the reasoning involved in drawing a conclusion or making a logical judgment on the basis of circumstantial evidence and prior conclusions rather than on the basis of direct observation,"n. 推论\n[法] 推论, 推理, 推断",,1,,cet6 ky ielts,6696,9554,s:inferences/i:inferencing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2350,inferior,in'fiәriә,n. one of lesser rank or station or quality\na. of or characteristic of low rank or importance\na. of low or inferior quality\na. having an orbit between the sun and the Earth's orbit,"a. 次等的, 较差的, 下方的, 下级的\nn. 部下, 次品, 下标(符号)",,2,,cet4 cet6 ky toefl ielts gre,5966,7505,s:inferiors,,,There is no reason for you to feel inferior to anyone.,你没理由觉得自己比别人差的。,He is inferior to you in all respects.,他在各方面都比不上你。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,inferior,69892,2474946,https://tatoeba.org/en/sentences/show/69892,https://tatoeba.org/en/sentences/show/2474946,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,inferior,288884,718453,https://tatoeba.org/en/sentences/show/288884,https://tatoeba.org/en/sentences/show/718453,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2351,infest,in'fest,"v. invade in great numbers\nv. live on or in a host, as of parasites","vt. 骚扰, 寄生于, 大批出没\n[医] 传染, 感染",,1,,toefl ielts gre,18990,17621,d:infested/p:infested/i:infesting/3:infests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2352,infinite,'infinit,a. having no limits or boundaries in time or space or extent or magnitude\na. of verbs; having neither person nor number nor mood (as a participle or gerund or infinitive)\ns. total and all-embracing,"n. 无限, 神\na. 无穷的, 无限的, 极大的",,2,,cet4 cet6 ky ielts,6045,6860,,,,The eternal silence of these infinite spaces terrifies me.,这些无限空间的永恒沉默使我恐惧。,There's no doubt that the universe is infinite.,宇宙毫无疑问是无限的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,infinite,56788,340097,https://tatoeba.org/en/sentences/show/56788,https://tatoeba.org/en/sentences/show/340097,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,infinite,413823,64,https://tatoeba.org/en/sentences/show/413823,https://tatoeba.org/en/sentences/show/64,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2353,infirmary,in'fә:mәri,n a health facility where patients receive treatment,"n. 医院, 养老院\n[医] 医务所, 医务室, 小医院",,1,,toefl ielts,9003,21949,s:infirmaries,,,You had better go to the infirmary.,你最好去一下医务室。,"It was I who found her. She'd lost consciousness, so I carried her to the infirmary.",是我发现她的。她当时已经失去了意识，所以我把她送到了疗养院。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,infirmary,8720,333586,https://tatoeba.org/en/sentences/show/8720,https://tatoeba.org/en/sentences/show/333586,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,infirmary,328230,1733450,https://tatoeba.org/en/sentences/show/328230,https://tatoeba.org/en/sentences/show/1733450,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2354,inflation,in'fleiʃәn,n. a general and progressive increase in prices\nn. (cosmology) a brief exponential expansion of the universe (faster than the speed of light) postulated to have occurred shortly after the big bang\nn. the act of filling something with air,"n. 胀大, 夸张, 通货膨胀\n[化] 充气吹胀; 膨胀",,4,,cet6 ky toefl ielts,2030,3197,s:inflations,,,The value of the dollar declines as the rate of inflation rises.,随着通货膨胀的发展美元贬值了。,Interest rates and inflation were high.,利率和通货膨胀很高。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,inflation,65708,1408044,https://tatoeba.org/en/sentences/show/65708,https://tatoeba.org/en/sentences/show/1408044,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,inflation,807356,5663599,https://tatoeba.org/en/sentences/show/807356,https://tatoeba.org/en/sentences/show/5663599,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2355,inflict,in'flikt,v. impose something unpleasant,"vt. 施以, 加害, 使承受\n[法] 处, 加, 予以",,2,,cet6 toefl ielts gre,5303,6479,d:inflicted/i:inflicting/p:inflicted/3:inflicts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2356,influence,'influәns,n. a power to affect persons or events especially power based on prestige etc\nn. causing something without any direct or apparent effort\nn. a cognitive factor that tends to have an effect on what you do\nn. the effect of one thing (or person) on another,"n. 影响力, 权力, 势力\nvt. 影响, 改变",,4,1,zk gk cet4 cet6 ky ielts,1061,1392,d:influenced/s:influences/i:influencing/3:influences/p:influenced,,,Don't drive under the influence of drink.,酒后别开车 。,Such magazines have a great influence on children.,这些杂志对小孩的影响很大。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,influence,460669,1864536,https://tatoeba.org/en/sentences/show/460669,https://tatoeba.org/en/sentences/show/1864536,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,influence,49792,1083792,https://tatoeba.org/en/sentences/show/49792,https://tatoeba.org/en/sentences/show/1083792,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2357,influx,'inflʌks,n the process of flowing in,"n. 流入, 河口, 汇集\n[医] 注入, 流入",,1,,toefl ielts gre,9981,8583,s:influxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ielts,雅思词库,all,全部,2358,information,.infә'meiʃәn,n. a message received and understood\nn. knowledge acquired through study or experience or instruction\nn. formal accusation of a crime\nn. (communication theory) a numerical measure of the uncertainty of an outcome,"n. 消息, 知识, 通知, 情报, 信息, 问讯处, 起诉\n[计] 信息",,5,1,zk gk ielts,223,314,,,,"When using this information, I will of course follow your requirements.",使用这个信息时，我当然会遵循您的要求。,Optimism is merely a lack of information.,乐观主义仅仅是一种信息的匮乏的产物。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,information,827104,827102,https://tatoeba.org/en/sentences/show/827104,https://tatoeba.org/en/sentences/show/827102,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,information,576202,2065020,https://tatoeba.org/en/sentences/show/576202,https://tatoeba.org/en/sentences/show/2065020,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
ielts,雅思词库,all,全部,2359,informative,in'fɒ:mәtiv,a. providing or conveying information,"a. 提供消息的, 见闻广博的",,1,,toefl ielts,8602,10780,,,,This is a very informative article.,这是篇信息量很大的文章。,,,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,informative,4500252,7768282,https://tatoeba.org/en/sentences/show/4500252,https://tatoeba.org/en/sentences/show/7768282,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,,,,,,,,,,,
ielts,雅思词库,all,全部,2360,infringe,in'frindʒ,"v go against, as of rules and laws\nv advance beyond the usual limit","v. 破坏, 侵犯, 违反",,1,,toefl ielts gre,10252,14867,d:infringed/i:infringing/p:infringed/3:infringes/s:infringes/r:infringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
